,Unnamed: 0,State,District,Persons,Males,Females,Growth (1991 - 2001),Rural,Urban,Scheduled Caste population,Percentage - SC to total,Number of households,Household size (per household),Sex ratio (females per 1000 males),Sex ratio (0-6 years),Scheduled Tribe population,Percentage to total population (ST),Persons- literate,Males- Literate,Females- Literate,Persons- literacy rate,Males- Literatacy Rate,Females- Literacy Rate,Total Educated,Data without level,Below Primary,Primary,Middle,Matric/Higher Secondary/Diploma,Graduate and Above,0 - 4 years,5 - 14 years,15 - 59 years,60 years and above (Incl. A.N.S.),Total workers,Main workers,Marginal workers,Non-workers,SC#1 Name,SC#1 Population,SC#2 Name,SC#2 Population,SC#3 Name,SC#3 Population,Religeon#1 Name,Religeon#1 Population,Religeon#2 Name,Religeon#2 Population,Religeon#3 Name,Religeon#3 Population,ST#1 Name,ST#1 Population,ST#2 Name,ST#2 Population,ST#3 Name,ST#3 Population,Imp Town#1 Name,Imp Town#1 Population,Imp Town#2 Name,Imp Town#2 Population,Imp Town#3 Name,Imp Town#3 Population,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity (Power Supply),Electricity (domestic),Electricity (Agriculture),Primary school,Middle schools,Secondary/Sr Secondary schools,College,Medical facility,Primary Health Centre,Primary Health Sub-Centre,"Post, telegraph and telephone facility",Bus services,Paved approach road,Mud approach road,Permanent House,Semi-permanent House,Temporary House
5,6,Delhi,District Central,646385.0,350831.0,295554.0,(1.91),-,646385.0,150815.0,23.33,120616.0,5.0,842.0,902.0,-,-,450989.0,255253.0,195736.0,79.69,82.73,76.05,450989.0,9341.0,65525.0,101683.0,75263.0,119540.0,79593.0,54916.0,133996.0,415837.0,41636.0,223851.0,213324.0,10527.0,422534.0,1.Chamar etc.,66663.0,2.Chuhra (Balmiki),20324.0,3.Khatik,13797.0,1.Hindus,423592.0,2.Muslims,193137.0,3.Sikhs,17126.0,No Scheduled Tribes in this area,,,,,,1.DMC(U) Part,307191.0,2.DMC(U) Part,195556.0,3.DMC(U) Part,140248.0,,,,,,,,,,,,,,,,,,87.2,5.4,7.4
6,7,Delhi,District West,2128908.0,1163084.0,965824.0,47.81,86794,2042114.0,317683.0,14.92,432782.0,5.0,830.0,859.0,-,-,1533738.0,884861.0,648877.0,83.39,87.85,77.99,1533738.0,13948.0,220759.0,289230.0,222665.0,463594.0,323357.0,198333.0,448086.0,1340763.0,141726.0,720915.0,686517.0,34398.0,1407993.0,1.Chamar etc.,113072.0,2.Chuhra (Balmiki),58455.0,3.Khatik,33376.0,1.Hindus,1745810.0,2.Sikhs,247312.0,3.Muslims,107079.0,No Scheduled Tribes in this area,,,,,,1.DMC(U) Part,968505.0,2.DMC(U) Part,469963.0,3.DMC(U) Part,312034.0,9.0,9.0,9.0,9.0,1,1,9.0,7,11,-,5,-,-,9.0,9.0,9.0,1,92.0,4.9,3.1
7,8,Delhi,District South West,1755041.0,983615.0,771426.0,61.29,225454,1529587.0,258835.0,14.75,364511.0,5.0,784.0,845.0,-,-,1258033.0,761917.0,496116.0,83.61,89.86,75.55,1258033.0,10007.0,184787.0,237497.0,201038.0,396897.0,227609.0,171609.0,380759.0,1122699.0,79974.0,602546.0,569836.0,32710.0,1152495.0,1.Chamar etc.,89506.0,2.Chuhra (Balmiki),66947.0,3.Julaha (Weaver),15868.0,1.Hindus,1612169.0,2.Muslims,76429.0,3.Sikhs,29470.0,No Scheduled Tribes in this area,,,,,,1.DMC(U) Part,695488.0,2.DMC (U) Part,334821.0,3.DMC (U) Part,168990.0,51.0,51.0,47.0,51.0,11,11,49.0,30,50,1,26,2,2,49.0,51.0,51.0,3,91.7,5.3,2.9
8,9,Delhi,District South,2267023.0,1260025.0,1006998.0,50.27,160761,2106262.0,354258.0,15.63,466444.0,5.0,799.0,887.0,-,-,1583540.0,955438.0,628102.0,81.96,88.26,73.94,1583540.0,15744.0,250170.0,313497.0,242046.0,436353.0,325459.0,229058.0,500588.0,1421999.0,115378.0,778558.0,739173.0,39385.0,1488465.0,1.Chamar etc.,122003.0,2.Chuhra (Balmiki),97323.0,3.Koli,30885.0,1.Hindus,1824645.0,2.Muslims,314015.0,3.Sikhs,75102.0,No Scheduled Tribes in this area,,,,,,1.DMC (U) Part,714784.0,2.DMC (U) Part,556765.0,3.DMC (U) Part,379138.0,16.0,16.0,16.0,16.0,1,1,12.0,10,14,1,7,2,-,15.0,16.0,16.0,2,92.1,4.7,3.2
9,10,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,12,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,16,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,Delhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,CG,"District Koriya * (01), Chhattisgarh (22)",586327.0,301251.0,285076.0,16.91,411536.0,174791.0,48205.0,8.22,118828.0,5.0,946.0,969.0,260040.0,44.35,306668.0,189459.0,117209.0,63.09,75.68,49.73,306668.0,19088.0,103521.0,85487.0,42217.0,41975.0,14373.0,67977.0,152921.0,329739.0,35690.0,279826.0,181837.0,97989.0,306501.0,1.Chamar etc.,29562.0,2.Ghasi etc.,6153.0,3.Basor etc.,3514.0,1.Hindus,549179.0,2.Muslims,22535.0,3.Christians,7570.0,1.Gond etc.,159077.0,2.Kawar etc.,28821.0,3.Oraon etc.,21407.0,1.Chirmiri (M) (Part),74796.0,2.Mahendragarh (M),30758.0,3.Khongapani (CT),17862.0,650.0,650.0,645.0,405.0,312.0,58.0,562.0,114.0,39.0,1.0,48.0,13.0,8.0,79.0,47.0,130.0,500.0,23.1,76.5,0.5
1,2,CG,"District Surguja (02), Chhattisgarh (22)",1972094.0,1000050.0,972044.0,24.58,1834913.0,137181.0,94837.0,4.81,383217.0,5.0,972.0,976.0,1076669.0,54.6,873459.0,547006.0,326453.0,54.79,67.63,41.57,873459.0,106497.0,296575.0,220260.0,115576.0,101299.0,33241.0,257133.0,506650.0,1063505.0,144806.0,982041.0,605013.0,377028.0,990053.0,1.Chamar etc.,50147.0,2.Ghasi etc.,28186.0,3.Chikwa etc.,7245.0,1.Hindus,1823285.0,2.Christians,72380.0,3.Muslims,63685.0,1.Gond etc.,377522.0,2.Oraon etc.,243743.0,3.Kawar etc.,173722.0,1.Ambikapur (M),66012.0,2.Surajpur (NP),16834.0,3.Phunderdihari (CT),16037.0,1769.0,1745.0,1742.0,1432.0,1043.0,329.0,1713.0,468.0,177.0,7.0,508.0,49.0,139.0,241.0,321.0,540.0,1429.0,6.0,92.6,1.4
2,3,CG,"District Jashpur * (03), Chhattisgarh (22)",743160.0,371697.0,371463.0,12.71,708965.0,34195.0,36400.0,4.9,148792.0,5.0,999.0,975.0,469953.0,63.24,395548.0,232587.0,162961.0,63.77,75.16,52.44,395548.0,34349.0,130597.0,103656.0,62225.0,50922.0,13790.0,82856.0,184352.0,413179.0,62773.0,397898.0,261952.0,135946.0,345262.0,1.Chikwa etc.,9071.0,2.Ghasi etc.,7211.0,3.Chamar etc.,6736.0,1.Hindus,559984.0,2.Christians,169609.0,3.Muslims,11720.0,1.Oraon etc.,249136.0,2.Gond etc.,59058.0,3.Kawar etc.,54266.0,1.Jashpurnagar (NP),20239.0,2.Pathalgaon (NP),13956.0,,,764.0,760.0,760.0,550.0,357.0,31.0,749.0,202.0,105.0,3.0,304.0,42.0,187.0,167.0,125.0,171.0,559.0,4.7,95.0,0.3
3,4,CG,"District Raigarh (04), Chhattisgarh (22)",1265529.0,634597.0,630932.0,18.68,1096073.0,169456.0,179744.0,14.2,268609.0,5.0,994.0,964.0,447703.0,35.38,746495.0,439954.0,306541.0,70.16,82.7,57.62,746495.0,56271.0,268796.0,204985.0,99568.0,86502.0,30355.0,140095.0,290277.0,727342.0,107815.0,601564.0,430725.0,170839.0,663965.0,1.Chamar etc.,77837.0,2.Ganda etc.,68901.0,3.Ghasi etc.,22977.0,1.Hindus,1212180.0,2.Christians,36098.0,3.Muslims,12637.0,1.Kawar etc.,160525.0,2.Gond etc.,73027.0,3.Oraon etc.,69878.0,1.Raigarh (M),111154.0,2.Kharsia (NP),17388.0,3.Sarangarh (NP),14459.0,1433.0,1410.0,1409.0,1385.0,723.0,308.0,1350.0,339.0,143.0,3.0,279.0,20.0,85.0,336.0,253.0,370.0,993.0,17.2,78.9,3.9
4,5,CG,"District Korba * (05), Chhattisgarh (22)",1011823.0,515147.0,496676.0,22.55,644860.0,366963.0,100960.0,9.98,203104.0,5.0,964.0,978.0,419889.0,41.5,518372.0,324912.0,193460.0,61.71,75.86,46.99,518372.0,9373.0,164517.0,137964.0,79124.0,93719.0,33634.0,117885.0,260457.0,572919.0,60562.0,431002.0,302248.0,128754.0,580821.0,1.Chamar etc.,65689.0,2.Ganda etc.,19345.0,3.Ghasi etc.,9779.0,1.Hindus,949774.0,2.Muslims,21761.0,3.Christians,17641.0,1.Gond etc.,152094.0,2.Kawar etc.,147141.0,3.Oraon etc.,24988.0,1.Korba (M Corp.) (Part),178645.0,2.Korba (M Corp.) (Part),137045.0,3.Dipka (CT),20150.0,710.0,707.0,707.0,563.0,392.0,24.0,674.0,203.0,107.0,3.0,214.0,25.0,116.0,164.0,124.0,201.0,479.0,31.4,67.2,1.4
5,6,CG,"District Janjgir - Champa* (06), Chhattisgarh (22)",1317431.0,659388.0,658043.0,18.55,1172112.0,145319.0,296199.0,22.48,254080.0,5.0,998.0,965.0,153069.0,11.62,720507.0,445925.0,274582.0,65.94,81.82,50.14,720507.0,16341.0,261370.0,185071.0,110150.0,119079.0,28440.0,155099.0,344849.0,701346.0,116137.0,575923.0,411510.0,164413.0,741508.0,1.Chamar etc.,258996.0,2.Ganda etc.,19712.0,3.Ghasi etc.,11112.0,1.Hindus,1299831.0,2.Muslims,11857.0,3.Christians,2489.0,1.Gond etc.,65696.0,2.Kawar etc.,27549.0,3.Sawar etc.,16303.0,1.Champa (M),37951.0,2.Naila Janjgir (M),32513.0,3.Akaltara (NP),20367.0,889.0,888.0,888.0,882.0,300.0,91.0,871.0,292.0,237.0,7.0,308.0,31.0,158.0,251.0,233.0,342.0,475.0,30.1,69.0,0.9
6,7,CG,"District Bilaspur (07), Chhattisgarh (22)",1998355.0,1013875.0,984480.0,17.59,1511661.0,486694.0,369088.0,18.47,390354.0,5.0,971.0,964.0,397104.0,19.87,1048167.0,656225.0,391942.0,63.51,78.43,48.17,1048167.0,31399.0,359352.0,269030.0,145629.0,168750.0,73884.0,240556.0,516617.0,1091363.0,149819.0,857577.0,630504.0,227073.0,1140778.0,1.Chamar etc.,323477.0,2.Mahar etc.,14870.0,3.Ganda etc.,6645.0,1.Hindus,1904580.0,2.Muslims,45342.0,3.Others,19325.0,1.Gond etc.,259014.0,2.Bhaina,30478.0,3.Kawar etc.,27440.0,1.Bilaspur (M Corp.) (Part),274917.0,2.Mungeli (M),27389.0,3.Ratanpur (NP),19839.0,1579.0,1545.0,1544.0,1494.0,941.0,575.0,1426.0,417.0,254.0,5.0,452.0,41.0,262.0,311.0,253.0,627.0,1148.0,31.9,67.3,0.7
7,8,CG,"District Kawardha * (08), Chhattisgarh (22)",584552.0,291963.0,292589.0,13.86,539660.0,44892.0,74351.0,12.72,112679.0,5.0,1002.0,969.0,121957.0,20.86,261036.0,167179.0,93857.0,55.15,71.0,39.47,261036.0,26000.0,112289.0,68700.0,27349.0,19935.0,6752.0,77062.0,158852.0,305708.0,42930.0,291648.0,231030.0,60618.0,292904.0,1.Chamar etc.,67010.0,2.Mahar etc.,3680.0,3.Ganda etc.,1451.0,1.Hindus,554542.0,2.Others,17133.0,3.Muslims,9421.0,1.Gond etc.,88526.0,2.Baiga,30695.0,3.Agariya,1450.0,1.Kawardha(M),31788.0,2.Pandariya (NP),12477.0,,,956.0,952.0,948.0,774.0,530.0,299.0,785.0,100.0,43.0,1.0,162.0,14.0,83.0,109.0,97.0,255.0,604.0,20.2,77.6,2.1
8,9,CG,"District Rajnandgaon (09), Chhattisgarh (22)",1283224.0,634342.0,648882.0,17.7,1051577.0,231647.0,127424.0,9.93,246524.0,5.0,1023.0,983.0,341688.0,26.63,823076.0,457505.0,365571.0,77.21,87.17,67.55,823076.0,95384.0,265489.0,223080.0,116435.0,91107.0,31552.0,152856.0,312094.0,719023.0,99251.0,649401.0,558996.0,90405.0,633823.0,1.Chamar etc.,67259.0,2.Mahar etc.,48922.0,3.Ganda etc.,5665.0,1.Hindus,1215492.0,2.Buddhists,28020.0,3.Muslims,21035.0,1.Gond etc.,217353.0,2.Halba etc.,59090.0,3.Kawar etc.,57971.0,1.Rajnandgaon (M Corp.),143770.0,2.Dongargarh (M),34441.0,3.Khairagarh (NP),15157.0,1605.0,1595.0,1595.0,1550.0,1056.0,292.0,1484.0,351.0,139.0,8.0,343.0,23.0,50.0,314.0,403.0,630.0,1051.0,19.8,79.0,1.2
9,10,CG,"District Durg (10), Chhattisgarh (22)",2810436.0,1417893.0,1392543.0,16.88,1738127.0,1072309.0,359511.0,12.79,543486.0,5.0,982.0,965.0,348801.0,12.41,1793890.0,1032829.0,761061.0,75.62,86.43,64.64,1793890.0,62545.0,543973.0,466403.0,265099.0,338969.0,116771.0,305754.0,682210.0,1612776.0,209696.0,1162833.0,965624.0,197209.0,1647603.0,1.Chamar etc.,258204.0,2.Mahar etc.,60191.0,3.Ganda etc.,23609.0,1.Hindus,2654202.0,2.Muslims,70398.0,3.Sikhs,23399.0,1.Gond etc.,193700.0,2.Halba etc.,138070.0,3.Kawar etc.,6420.0,1.Bhilai Nagar (M Corp.),556366.0,2.Durg (M Corp.),232517.0,3.Bhilai Charoda (M) (Part),77651.0,1776.0,1762.0,1760.0,1737.0,931.0,571.0,1698.0,529.0,338.0,13.0,669.0,76.0,301.0,597.0,453.0,860.0,1150.0,39.4,59.3,1.4
10,11,CG,"District Raipur (11), Chhattisgarh (22)",3016930.0,1523925.0,1493005.0,18.97,2099312.0,917618.0,487723.0,16.17,581582.0,5.0,980.0,964.0,365273.0,12.11,1713653.0,1034063.0,679590.0,68.51,81.97,54.81,1713653.0,54132.0,571410.0,462342.0,234779.0,268987.0,121842.0,358976.0,765137.0,1672204.0,220613.0,1264663.0,961507.0,303156.0,1752267.0,1.Chamar etc.,362097.0,2.Ganda etc.,66453.0,3.Mahar etc.,36766.0,1.Hindus,2881933.0,2.Muslims,77963.0,3.Christians,16857.0,1.Gond etc.,271906.0,2.Kawar etc.,33902.0,3.Kamar,14062.0,1.Raipur (M Corp.),605747.0,2.Bhatapara (M),50118.0,3.Tilda Newra (M),26635.0,2124.0,2101.0,2100.0,1955.0,1240.0,481.0,1987.0,530.0,215.0,10.0,696.0,35.0,377.0,622.0,267.0,857.0,1468.0,40.7,58.0,1.3
11,12,CG,"District Mahasamund * (12), Chhattisgarh (22)",860257.0,426201.0,434056.0,8.72,762577.0,97680.0,104391.0,12.13,176607.0,5.0,1018.0,979.0,232485.0,27.03,484836.0,289545.0,195291.0,67.01,81.08,53.3,484836.0,27307.0,175408.0,142893.0,65748.0,55893.0,17560.0,94599.0,203795.0,486852.0,75011.0,411747.0,300907.0,110840.0,448510.0,1.Ganda etc.,48840.0,2.Chamar etc.,42858.0,3.Ghasi etc.,7018.0,1.Hindus,838906.0,2.Muslims,11076.0,3.Christians,5091.0,1.Gond etc.,107709.0,2.Binjhwar,39427.0,3.Sawar etc.,37568.0,1.Mahasamund (M),47100.0,2.Saraipali (NP),17081.0,3.Bagbahara (NP),16747.0,1111.0,1103.0,1102.0,1068.0,730.0,405.0,1014.0,201.0,93.0,1.0,279.0,18.0,29.0,247.0,107.0,304.0,779.0,28.0,70.9,1.2
12,13,CG,"District Dhamtari * (13), Chhattisgarh (22)",706591.0,352524.0,354067.0,19.72,613007.0,93584.0,49394.0,6.99,130407.0,5.0,1004.0,976.0,185515.0,26.25,441921.0,253963.0,187958.0,74.89,86.51,63.39,441921.0,25227.0,155851.0,130136.0,63651.0,51119.0,15880.0,81267.0,170647.0,400921.0,53756.0,354230.0,268236.0,85994.0,352361.0,1.Chamar etc.,37762.0,2.Mahar etc.,6269.0,3.Ganda etc.,3497.0,1.Hindus,689554.0,2.Muslims,8933.0,3.Jains,3423.0,1.Gond etc.,152786.0,2.Halba etc.,14239.0,3.Kawar etc.,12263.0,1.Dhamtari (M),82111.0,2.Kurud (NP),11473.0,,,629.0,628.0,627.0,557.0,298.0,116.0,575.0,144.0,72.0,2.0,261.0,15.0,61.0,192.0,70.0,194.0,422.0,32.1,66.1,1.7
13,14,CG,"District Kanker * (14), Chhattisgarh (22)",650934.0,324636.0,326298.0,18.84,619549.0,31385.0,27663.0,4.25,127294.0,5.0,1005.0,974.0,365031.0,56.08,396797.0,223779.0,173018.0,72.93,82.72,63.25,396797.0,69563.0,136406.0,88486.0,49589.0,41617.0,11125.0,73557.0,158360.0,371703.0,47314.0,351859.0,252484.0,99375.0,299075.0,1.Ganda etc.,15008.0,2.Mahar etc.,8080.0,3.Chamar etc.,3386.0,1.Hindus,633925.0,2.Others,5859.0,3.Muslims,5253.0,1.Gond etc.,320382.0,2.Halba etc.,39649.0,3.Oraon etc.,2489.0,1.Kanker (M),24478.0,,,,,1068.0,1043.0,1007.0,849.0,613.0,85.0,949.0,209.0,69.0,2.0,93.0,27.0,28.0,151.0,84.0,327.0,687.0,8.6,89.8,1.7
14,15,CG,"District Bastar (15), Chhattisgarh (22)",1306673.0,649801.0,656872.0,18.28,1176652.0,130021.0,38679.0,2.96,259798.0,5.0,1011.0,1008.0,866488.0,66.31,471780.0,300838.0,170942.0,43.91,56.32,31.64,471780.0,40399.0,183735.0,110533.0,61122.0,56155.0,19533.0,158366.0,338396.0,734255.0,75656.0,687415.0,407252.0,280163.0,619258.0,1.Ganda etc.,17961.0,2.Mahar etc.,6829.0,3.Chamar etc.,5611.0,1.Hindus,1265787.0,2.Christians,17379.0,3.Muslims,10335.0,1.Gond etc.,637769.0,2.Bhattra,182153.0,3.Halba etc.,36686.0,1.Jagdalpur (M),73669.0,2.Kondagaon (M),26898.0,3.Frezarpur (CT),9638.0,1461.0,1375.0,1375.0,1105.0,893.0,85.0,1230.0,305.0,155.0,2.0,281.0,48.0,161.0,314.0,107.0,467.0,1103.0,10.6,82.2,7.2
15,16,CG,"District Dantewada* (16), Chhattisgarh (22)",719487.0,356928.0,362559.0,15.56,667475.0,52012.0,24153.0,3.36,146190.0,5.0,1016.0,1014.0,564931.0,78.52,176944.0,115626.0,61318.0,30.17,39.75,20.75,176944.0,15549.0,67783.0,37694.0,21178.0,26720.0,7989.0,88916.0,194086.0,405849.0,30636.0,380244.0,284770.0,95474.0,339243.0,1.Mahar etc.,16388.0,2.Chamar etc.,2672.0,3.Dom etc.,2474.0,1.Hindus,696516.0,2.Others,8644.0,3.Christians,6213.0,1.Gond etc.,523765.0,2.Halba etc.,31157.0,3.Bhattra,3034.0,1.Bade Bacheli (NP),20411.0,2.Kirandul (M),19059.0,3.Dantewada (NP),6641.0,1220.0,1204.0,1170.0,578.0,491.0,44.0,1006.0,164.0,51.0,3.0,201.0,26.0,54.0,157.0,52.0,191.0,958.0,9.8,66.2,23.9
16,17,CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,ArunachalPradesh,"District Tawang (01), Arunachal Pradesh (12)",38924.0,21846.0,17078.0,22.69,30548.0,8376,128.0,0.33,8294.0,5.0,782.0,948.0,29191.0,74.99,15337.0,11160.0,4177.0,47.32,60.32,30.04,15337.0,496.0,3835.0,3146.0,2535.0,4535.0,785.0,4416.0,9106.0,22814.0,2588.0,21727.0,18134.0,3593.0,17197.0,1.Generic Castes etc.,58.0,2.Muchi etc.,31.0,3.Kaibartta etc.,12.0,1.Buddhists,29083.0,2.Hindus,8440.0,3.Sikhs,420.0,1.Monpa,21247.0,2.Tawang Monpa,7162.0,3.Adi,150.0,1.Tawang (CT),8376.0,,,,,180.0,180.0,159.0,173.0,172.0,1,63.0,13.0,2.0,-,23.0,9.0,-,54.0,59.0,57.0,52.0,51.1,36.8,12.1
1,2,ArunachalPradesh,"District West Kameng (02), Arunachal Pradesh (12)",74599.0,42542.0,32057.0,32.21,67906.0,6693,372.0,0.5,15637.0,5.0,754.0,955.0,36951.0,49.53,37687.0,25386.0,12301.0,60.76,70.29,47.46,37687.0,833.0,10517.0,8778.0,5725.0,9725.0,2108.0,8570.0,18755.0,44149.0,3125.0,34362.0,28850.0,5512.0,40237.0,1.Bansphor,75.0,2.Generic Castes etc.,63.0,3.Dhupi etc.,54.0,1.Buddhists,33104.0,2.Hindus,32125.0,3.Others,4750.0,1.Monpa,19596.0,2.Miji,4354.0,3.Aka,3879.0,1.Bomdila (CT),6693.0,,,,,213.0,213.0,211.0,168.0,168.0,-,97.0,22.0,11.0,-,47.0,7.0,7,15.0,41.0,43.0,72.0,32.7,33.8,33.4
2,3,ArunachalPradesh,"District East Kameng (03), Arunachal Pradesh (12)",57179.0,28802.0,28377.0,13.24,42177.0,15002,97.0,0.17,12018.0,5.0,985.0,1035.0,49585.0,86.72,18338.0,11978.0,6360.0,40.64,52.36,28.59,18338.0,290.0,6995.0,4524.0,2962.0,2783.0,783.0,8003.0,16633.0,30280.0,2263.0,25949.0,23543.0,2406.0,31230.0,1.Namasudra,55.0,2.Muchi etc.,13.0,3.Bansphor,10.0,1.Others,31538.0,2.Christians,14550.0,3.Hindus,9943.0,1.Dafla,16644.0,2.Nissi,15186.0,3.Bangni,7299.0,1.Seppa (CT),15002.0,,,,,310.0,309.0,284.0,44.0,43.0,-,128.0,34.0,6.0,-,89.0,6.0,5,11.0,40.0,137.0,4.0,10.7,26.0,63.4
3,4,ArunachalPradesh,"District Papum Pare * (04), Arunachal Pradesh (12)",122003.0,64184.0,57819.0,67.21,59961.0,62042,1397.0,1.15,24636.0,5.0,901.0,977.0,69007.0,56.56,69982.0,41367.0,28615.0,69.32,77.27,60.35,69982.0,1189.0,15664.0,15056.0,11464.0,19892.0,6715.0,14134.0,34120.0,70794.0,2955.0,44132.0,38401.0,5731.0,77871.0,1.Namasudra,672.0,2.Dhupi etc.,171.0,3.Kaibartta etc.,123.0,1.Hindus,51026.0,2.Christians,36574.0,3.Others,25395.0,1.Nissi,25175.0,2.Dafla,18192.0,3.Apatani,6318.0,1.Itanagar (CT),35022.0,2.Naharlagun (CT),27020.0,,,267.0,267.0,215.0,60.0,48.0,12,69.0,25.0,8.0,1,17.0,3.0,9,11.0,21.0,103.0,87.0,41.1,31.6,27.3
4,5,ArunachalPradesh,"District Lower Subansiri (05), Arunachal Pradesh (12)",98244.0,49542.0,48702.0,17.37,85860.0,12384,197.0,0.2,19456.0,5.0,983.0,1004.0,88512.0,90.09,35933.0,21647.0,14286.0,44.79,53.37,36.01,35933.0,1292.0,10147.0,9338.0,6443.0,7104.0,1605.0,11707.0,28668.0,53748.0,4121.0,45405.0,37473.0,7932.0,52839.0,1.Kaibartta etc.,48.0,2.Generic Castes etc.,47.0,3.Dhupi etc.,27.0,1.Others,62481.0,2.Christians,24078.0,3.Hindus,10493.0,1.Nissi,42282.0,2.Apatani,18233.0,3.Nishang,11989.0,1.Ziro (CT),12384.0,,,,,652.0,652.0,383.0,175.0,169.0,-,147.0,75.0,22.0,-,74.0,16.0,38,15.0,57.0,146.0,219.0,15.6,21.1,63.3
5,6,ArunachalPradesh,"District Upper Subansiri (06), Arunachal Pradesh (12)",55346.0,28240.0,27106.0,9.8,39590.0,15756,99.0,0.18,10862.0,5.0,960.0,984.0,49552.0,89.53,22379.0,13547.0,8832.0,50.35,59.55,40.7,22379.0,236.0,7953.0,6037.0,3525.0,3732.0,896.0,7344.0,16233.0,29443.0,2326.0,22415.0,21067.0,1348.0,32931.0,1.Brittial-Bania etc.,43.0,2.Mehtar etc.,14.0,3.Kaibartta etc.,11.0,1.Others,45318.0,2.Hindus,5572.0,3.Christians,3240.0,1.Tagin,36459.0,2.Galong,6490.0,3.Nissi,3889.0,1.Daporijo (CT),15756.0,,,,,398.0,398.0,252.0,77.0,77.0,-,141.0,33.0,10.0,-,26.0,2.0,17,9.0,58.0,55.0,153.0,11.1,8.1,80.4
6,7,ArunachalPradesh,"District West Siang (07), Arunachal Pradesh (12)",103918.0,54349.0,49569.0,15.17,82806.0,21112,379.0,0.36,18251.0,6.0,912.0,949.0,84922.0,81.72,51216.0,30128.0,21088.0,59.47,66.63,51.56,51216.0,1052.0,16056.0,14264.0,8677.0,8702.0,2463.0,11446.0,30937.0,56121.0,5414.0,43085.0,36843.0,6242.0,60833.0,1.Dhupi etc.,105.0,2.Mehtar etc.,66.0,3.Brittial-Bania etc.,44.0,1.Others,61183.0,2.Christians,20122.0,3.Hindus,17711.0,1.Adi Gallong,39758.0,2.Galong,14379.0,3.Adi,8613.0,1.Along (CT),17033.0,2.Basar (CT),4079.0,,,398.0,398.0,348.0,115.0,108.0,-,221.0,66.0,19.0,1,48.0,12.0,7,22.0,86.0,105.0,209.0,15.3,9.2,75.5
7,8,ArunachalPradesh,"District East Siang (08), Arunachal Pradesh (12)",87397.0,45265.0,42132.0,21.66,65432.0,21965,531.0,0.61,16133.0,5.0,931.0,957.0,60420.0,69.13,43495.0,25455.0,18040.0,60.73,68.42,52.42,43495.0,634.0,11850.0,12096.0,7375.0,8782.0,2758.0,10521.0,24270.0,47818.0,4788.0,33552.0,29183.0,4369.0,53845.0,1.Dhupi etc.,98.0,2.Brittial-Bania etc.,76.0,3.Generic Castes etc.,64.0,1.Others,43944.0,2.Hindus,26352.0,3.Christians,13406.0,1.Adi Minyong,21544.0,2.Abor,11238.0,3.Adi,6580.0,1.Pasighat (CT),21965.0,,,,,144.0,144.0,141.0,120.0,119.0,1,116.0,31.0,18.0,-,21.0,9.0,8,29.0,65.0,70.0,57.0,19.1,10.0,70.4
